Peter Grogg ,Switzerland,biochemicals,Healthcare 
Dietmar Hopp & family ,Germany,software,Technology 
Sumet Jiaravanon ,Thailand,diversified,Diversified 
Nathan Kirsh ,Eswatini,"retail, real estate",Fashion & Retail 
Forrest Li ,Singapore,gaming,Media & Entertainment 
Rudolf Maag ,Switzerland,medical devices,Healthcare 
Gary Rollins ,United States,pest control,Service 
Ugur Sahin ,Germany,biotechnology,Healthcare 
Mark Scheinberg ,Canada,online gambling,Gambling & Casinos 
Shen Guojun ,China,retail,Fashion & Retail 
Chip Wilson ,Canada,Lululemon,Fashion & Retail 
Zhang Yong ,Singapore,restaurants,Food & Beverage 
James Chambers ,United States,"media, automotive",Media & Entertainment 
Chen Fashu ,China,investments,Finance & Investments 
Jaran Chiaravanont ,Thailand,diversified,Diversified 
Ravi Jaipuria ,India,"soft drinks, fast food",Food & Beverage 
Koon Poh Keong ,Malaysia,aluminum,Manufacturing 
Li Liangbin ,China,lithium,Manufacturing 
Liang Feng ,China,manufacturing,Manufacturing 
Wolfgang Marguerre & family ,Germany,pharmaceuticals,Healthcare 
Katharine Rayner ,United States,"media, automotive",Media & Entertainment 
Carlos Rodriguez-Pastor ,Peru,finance,Finance & Investments 
Margaretta Taylor ,United States,"media, automotive",Media & Entertainment 
You Xiaoping ,China,"chemicals, spandex",Manufacturing 
Eric Yuan & family ,United States,Zoom Video Communications,Technology 
Robert Bass ,United States,"oil, investments",Energy 
Alexandre Behring ,Brazil,investments,Finance & Investments 
Chan Laiwa & family ,China,real estate,Real Estate 
Jeff Greene ,United States,"real estate, investments",Real Estate 
Montri Jiaravanont ,Thailand,diversified,Diversified 
Charles B. Johnson ,United States,money management,Finance & Investments 
Elizabeth Johnson ,United States,money management,Finance & Investments 
Lin Bin ,United States,smartphones,Technology 
Hiroshi Mikitani ,Japan,online retail,Fashion & Retail 
Isaac Perlmutter ,United States,Marvel comics,Media & Entertainment 
Michael Pieper ,Switzerland,kitchen appliances,Manufacturing 
Issad Rebrab & family ,Algeria,food,Food & Beverage 
Tsai Hong-tu ,Taiwan,finance,Finance & Investments 
Richard Tsai ,Taiwan,finance,Finance & Investments 
Wang Junshi & family ,China,solar inverters,Manufacturing 
Wang Yanqing & family ,China,electrical equipment,Manufacturing 
Shari Arison ,Israel,Carnival Cruises,Service 
Alain Bouchard ,Canada,convinience stores,Fashion & Retail 
"Austen Cargill, II. ",United States,Cargill,Food & Beverage 
"James Cargill, II. ",United States,Cargill,Food & Beverage 
Ben Chestnut ,United States,email marketing,Technology 
Wei Fang ,China,steel,Manufacturing 
Leonid Fedun ,Russia,oil,Energy 
Johann Graf ,Austria,gambling,Gambling & Casinos 
Huang Chulong ,Canada,real estate,Real Estate 
Huang Yi ,Hong Kong,car dealerships,Automotive 
Vladimir Kim ,Kazakhstan,mining,Metals & Mining 
Dan Kurzius ,United States,email marketing,Technology 
Ronald Lauder ,United States,Estee Lauder,Fashion & Retail 
Marianne Liebmann ,United States,Cargill,Food & Beverage 
Tobi Lutke ,Canada,e-commerce,Technology 
Thomas Pritzker ,United States,"hotels, investments",Finance & Investments 
Scott Shleifer ,United States,private equity,Finance & Investments 
Autry Stephens ,United States,oil,Energy 
Peter Thiel ,United States,"Facebook, investments",Finance & Investments 
Tsai Cheng-ta ,Taiwan,finance,Finance & Investments 
Maximilian Viessmann ,Germany,"heating, cooling equipment",Manufacturing 
Hansjoerg Wyss ,Switzerland,medical devices,Healthcare 
Xiao Yongming & family ,China,fertilizer,Diversified 
Zhang Tao ,China,e-commerce,Fashion & Retail 
Daniel Ziff ,United States,investments,Finance & Investments 
Dirk Ziff ,United States,investments,Finance & Investments 
Robert Ziff ,United States,investments,Finance & Investments 
Kapil & Rahul Bhatia ,India,airlines,Service 
Mat Ishbia ,United States,mortgage lender★,Finance & Investments 
"Robert Rich, Jr. ",United States,frozen foods,Food & Beverage 
Thomas Schmidheiny ,Switzerland,cement,Construction & Engineering 
Alexandra Schoerghuber & family ,Germany,real estate,Real Estate 
Erik Selin ,Sweden,real estate,Real Estate 
Daniel Tsai ,Taiwan,finance,Finance & Investments 
Dona Bertarelli ,Switzerland,biotech,Healthcare 
Andrei Guriev & family ,Russia,fertilizers,Manufacturing 
Luciano Hang ,Brazil,department stores,Fashion & Retail 
Hu Baifan ,China,pharmaceuticals,Healthcare 
Bidzina Ivanishvili ,Georgia,investments,Finance & Investments 
Yeow Chor & Yeow Seng Lee ,Malaysia,"palm oil, property",Food & Beverage 
Leng Youbin ,China,infant formula,Food & Beverage 
Theo Mueller ,Germany,dairy,Food & Beverage 
"Julian Robertson, Jr. ",United States,hedge funds,Finance & Investments 
Marc Rowan ,United States,private equity,Finance & Investments 
Emanuele (Lino) Saputo & family ,Canada,cheese,Food & Beverage 
Jeff Skoll ,United States,eBay,Technology 
Frank Wang ,China,drones,Technology 
Wang Junlin ,China,liquor,Food & Beverage 
Yang Shaopeng ,China,shipping,Logistics 
Maria Fernanda Amorim & family ,Portugal,"energy, investments",Diversified 
Leonid Boguslavsky ,Russia,venture capital,Finance & Investments 
Richard Branson ,United Kingdom,Virgin,Diversified 
Robert Brockman ,United States,software,Technology 
Pierre Chen ,Taiwan,electronics,Technology 
Chu Mang Yee & family ,China,real estate,Real Estate 
Scott Cook ,United States,software,Technology 
Mark Cuban ,United States,"online media, Dallas Mavericks",Media & Entertainment 
Guenther Fielmann & family ,Germany,optometry,Healthcare 
Martin Haefner ,Switzerland,"software, investments",Technology 
Johnelle Hunt ,United States,trucking,Logistics 
"Andre Koo, Sr. ",Taiwan,financial services,Finance & Investments 
Lai Meisong ,China,package delivery,Logistics 
Richard Li ,Hong Kong,telecom,Telecom 
Mangal Prabhat Lodha ,India,real estate,Real Estate 
Igor Olenicoff ,United States,real estate,Real Estate 
Mark Shoen ,United States,U-Haul,Automotive 
Andrei Skoch & family ,Russia,steel,Metals & Mining 
Fred Smith ,United States,FedEx,Logistics 
Murat Ulker ,Turkey,food,Food & Beverage 
Yu Yong ,China,mining,Finance & Investments 
Stéphane Bancel ,France,biotech,Healthcare 
Bubba Cathy ,United States,Chick-fil-A,Food & Beverage 
Dan Cathy ,United States,Chick-fil-A,Food & Beverage 
Trudy Cathy White ,United States,Chick-fil-A,Food & Beverage 
Jason Chang ,Singapore,electronics,Technology 
Dagmar Dolby & family ,United States,Dolby Laboratories,Technology 
Bruce Flatt ,Canada,money management,Finance & Investments 
Masatoshi Ito ,Japan,retail,Fashion & Retail 
Viatcheslav Kantor ,Russia,"fertilizer, real estate",Manufacturing 
Min Kao & family ,United States,navigation equipment,Technology 
Lin Xiucheng & family ,China,electronics,Technology 
Sami Mnaymneh ,United States,private equity,Finance & Investments 
Tony Tamer ,United States,private equity,Finance & Investments 
Richard White ,Australia,software,Technology 
Baoguo Zhu & family ,China,pharmaceuticals,Healthcare 
Michael Ashley ,United Kingdom,sports retailing,Fashion & Retail 
Ron Baron ,United States,money management,Finance & Investments 
Bert Beveridge ,United States,vodka,Food & Beverage 
Todd Boehly ,United States,finance,Finance & Investments 
David Bonderman ,United States,private equity,Finance & Investments 
Guo Guangchang ,China,conglomerate,Diversified 
Daryl Katz ,Canada,pharmacies,Diversified 
Ted Lerner & family ,United States,real estate,Real Estate 
Falguni Nayar ,India,retailing,Fashion & Retail 
Trevor Rees-Jones ,United States,oil & gas,Energy 
J. Joe Ricketts & family ,United States,TD Ameritrade,Finance & Investments 
Robert Rowling ,United States,"hotels, investments",Service 
Mark Stevens ,United States,venture capital,Finance & Investments 
Gustav Magnar Witzoe ,Norway,fish farming,Food & Beverage 
Xie Liangzhi & family ,China,biotech,Healthcare 
Yeung Kin-man ,Hong Kong,electronics,Manufacturing 
Zhang Hejun ,China,electronics,Manufacturing 
Andrej Babis ,Czech Republic,agriculture,Food & Beverage 
Giuseppe De'Longhi & family ,Italy,coffee makers,Fashion & Retail 
Barry Diller ,United States,online media,Media & Entertainment 
Christian Haub ,Germany,retail,Fashion & Retail 
Huang Li ,China,imaging systems,Technology 
Marian Ilitch ,United States,Little Caesars,Food & Beverage 
Suleiman Kerimov & family ,Russia,gold,Finance & Investments 
Edwin Leong ,Hong Kong,real estate,Real Estate 
Lu Yiwen ,China,Luxury goods,Fashion & Retail 
N.R. Narayana Murthy ,India,software services,Technology 
Yang Jianliang & family ,China,machinery,Manufacturing 
Pyotr Aven ,Russia,"oil, banking, telecom",Finance & Investments 
Joesley Batista ,Brazil,beef processing,Food & Beverage 
Wesley Batista ,Brazil,beef packing,Food & Beverage 
Margot Birmingham Perot ,United States,"computer services, real estate",Technology 
Rick Caruso ,United States,real estate,Real Estate 
Jim Davis ,United States,staffing & recruiting,Service 
Walter P.J. Droege ,Germany,investing,Finance & Investments 
Dan Friedkin ,United States,Toyota dealerships,Automotive 
Gao Dekang & family ,China,apparel,Fashion & Retail 
Antti Herlin ,Finland,"elevators, escalators",Manufacturing 
W. Herbert Hunt ,United States,oil,Energy 
Jason Jiang ,China,advertising,Media & Entertainment 
"Rupert Johnson, Jr. ",United States,money management,Finance & Investments 
Vikram Lal & family ,India,motorcycles,Automotive 
Lam Wai-ying ,Hong Kong,smartphone screens,Manufacturing 
Chris Larsen ,United States,cryptocurrency,Finance & Investments 
Richard Schulze ,United States,Best Buy,Fashion & Retail 
Paul Singer ,United States,hedge funds,Finance & Investments 
Barry Sternlicht ,United States,private equity,Finance & Investments 
Su Hua ,China,video streaming,Media & Entertainment 
Mark Walter ,United States,finance,Finance & Investments 
Ty Warner ,United States,"plush toys, real estate",Real Estate 
Rinat Akhmetov ,Ukraine,"steel, coal",Metals & Mining 
Martin & Olivier Bouygues ,France,"construction, media",Construction & Engineering 
Bernard Broermann ,Germany,hospitals,Healthcare 
Mong-Koo Chung ,South Korea,Hyundai,Automotive 
Daniel D'Aniello ,United States,private equity,Finance & Investments 
Traudl Engelhorn & family ,Germany,"pharmaceuticals, medical equipment",Healthcare 
Piero Ferrari ,Italy,automobiles,Automotive 
Carlo Fidani ,Canada,real estate,Real Estate 
Yakir Gabay ,Cyprus,real estate,Real Estate 
Jaime Gilinski Bacal ,Colombia,banking,Finance & Investments 
Bertil Hult ,Sweden,education,Service 
Martha Ingram & family ,United States,"book distribution, transportation",Media & Entertainment 
Lee Yin Yee ,China,glass,Manufacturing 
Daniel Loeb ,United States,hedge funds,Finance & Investments 
Janice McNair ,United States,"energy, sports",Sports 
Ajay Piramal ,India,pharmaceuticals,Healthcare 
Lynsi Snyder ,United States,In-N-Out Burger,Food & Beverage 
Peter Spuhler ,Switzerland,train cars,Manufacturing 
Kerry Stokes ,Australia,"construction equipment, media",Diversified 
Jon Stryker ,United States,medical equipment,Healthcare 
Vincent Viola ,United States,electronic trading,Finance & Investments 
Romesh T. Wadhwani ,United States,software,Technology 
Juan Domingo Beckmann Legorreta & family ,Mexico,tequila,Food & Beverage 
Rafael Del Pino ,Spain,construction,Construction & Engineering 
Sergey Dmitriev ,Russia,computer software,Technology 
Senapathy Gopalakrishnan ,India,software services,Technology 
James Irving ,Canada,diversified,Diversified 
Lee Boo-jin ,South Korea,Samsung,Service 
Samuel Tak Lee ,Hong Kong,real estate,Real Estate 
Thai Lee ,United States,IT provider,Technology 
Eric Lefkofsky ,United States,"Groupon, investments",Technology 
Weiguo Li ,China,construction materials,Manufacturing 
Ermirio Pereira de Moraes & family ,Brazil,diversified,Diversified 
Maria Helena Moraes Scripilliti & family ,Brazil,diversified,Diversified 
Augusto & Giorgio Perfetti ,Italy,candy,Food & Beverage 
Thomas Secunda ,United States,Bloomberg LP,Media & Entertainment 
Shaul Shani ,Israel,telecom,Telecom 
E. Joe Shoen ,United States,U-Haul,Automotive 
Steven Udvar-Hazy ,United States,aircraft leasing,Service 
Russ Weiner ,United States,energy drinks,Food & Beverage 
Guanjiang Wu & family ,China,pharmaceuticals,Healthcare 
Anil Agarwal & family ,India,"mining, metals",Metals & Mining 
Somphote Ahunai ,Thailand,renewable energy,Energy 
Patrizio Bertelli ,Italy,luxury goods,Fashion & Retail 
Rakesh Gangwal ,United States,airline,Service 
Paul Gauselmann & family ,Germany,gambling,Gambling & Casinos 
Hao Hong ,United States,pharmaceuticals,Healthcare 
He Xiaopeng ,China,electric vehicles,Automotive 
Michael Herz ,Germany,coffee,Fashion & Retail 
Wolfgang Herz ,Germany,coffee,Fashion & Retail 
Arthur Irving ,Canada,oil,Energy 
Victor Jacobsson ,Sweden,fintech,Finance & Investments 
Marc Ladreit de Lacharriere ,France,finance,Finance & Investments 
Patrick Lee ,Hong Kong,paper,Manufacturing 
Max Lytvyn ,Canada,software,Technology 
Gilles Martin ,France,laboratory services,Healthcare 
Ramzi Musallam ,United States,private equity,Finance & Investments 
Georg Nemetschek & family ,Germany,software,Technology 
Akio Nitori ,Japan,home furnishings,Fashion & Retail 
Daniel Och ,United States,hedge funds,Finance & Investments 
Pankaj Patel ,India,pharmaceuticals,Healthcare 
John Paulson ,United States,hedge funds,Finance & Investments 
Miuccia Prada ,Italy,luxury goods,Fashion & Retail 
Jean (Gigi) Pritzker ,United States,"hotels, investments",Service 
Juan Roig ,Spain,supermarkets,Fashion & Retail 
David Rubenstein ,United States,private equity,Finance & Investments 
Howard Schultz ,United States,Starbucks,Food & Beverage 
Alex Shevchenko ,Canada,software,Technology 
Dan Snyder ,United States,Washington Football Team,Sports 
Jerzy Starak ,Poland,pharmaceuticals,Healthcare 
Udo & Harald Tschira ,Germany,software,Technology 
Kelcy Warren ,United States,pipelines,Energy 
Herbert Wertheim ,United States,investments,Finance & Investments 
Cameron Winklevoss ,United States,cryptocurrency,Finance & Investments 
Tyler Winklevoss ,United States,cryptocurrency,Finance & Investments 
Denise York & family ,United States,San Francisco 49ers,Sports 
Zhao Lixin ,China,electronics,Technology 
Hubert Burda ,Germany,publishing,Media & Entertainment 
Francesco Gaetano Caltagirone ,Italy,"cement, diversified",Construction & Engineering 
Marcos Galperin ,Argentina,e-commerce,Technology 
Li Xiang ,China,electric vehicles,Automotive 
"Stephen Mandel, Jr. ",United States,hedge funds,Finance & Investments 
Gabe Newell ,United States,videogames,Gambling & Casinos 
Maja Oeri ,Switzerland,pharmaceuticals,Healthcare 
Paolo & Gianfelice Mario Rocca ,Italy,pipe manufacturing,Metals & Mining 
Neil Shen ,China,venture capital,Finance & Investments 
Helmut Sohmen ,Austria,shipping,Logistics 
Donald Sterling ,United States,real estate,Real Estate 
Don Vultaggio & family ,United States,beverages,Food & Beverage 
Yiling Wu ,China,pharmaceuticals,Healthcare 
Gongshan Zhu ,China,solar panel materials,Manufacturing 
Gayle Benson ,United States,pro sports teams,Sports 
"William Conway, Jr. ",United States,private equity,Finance & Investments 
Gurbachan Singh Dhingra ,India,paints,Manufacturing 
Kuldip Singh Dhingra ,India,paints,Manufacturing 
Luca Garavoglia ,Italy,spirits,Food & Beverage 
Vinod & Anil Rai Gupta ,India,electrical equipment,Manufacturing 
Jimmy Haslam ,United States,"gas stations, retail",Fashion & Retail 
Susan Carol Holland ,Italy,hearing aids,Manufacturing 
Timur Kulibaev ,Kazakhstan,banking,Finance & Investments 
Dinara Kulibaeva ,Kazakhstan,banking,Finance & Investments 
Michel Leclercq & family ,France,sporting goods,Fashion & Retail 
Pablo Legorreta ,United States,investments,Finance & Investments 
Margarita Louis-Dreyfus & family ,Switzerland,commodities,Food & Beverage 
Michael Milken ,United States,investments,Finance & Investments 
Denis O'Brien ,Ireland,telecom,Telecom 
Katharina Otto-Bernstein ,Germany,real estate,Real Estate 
James Packer ,Australia,casinos,Gambling & Casinos 
Sergio Stevanato & family ,Italy,medical packaging,Healthcare 
Leena Tewari ,India,pharmaceuticals,Healthcare 
Yitzhak Tshuva ,Israel,real estate,Real Estate 
Paul-Heinz Wesjohann & family ,Germany,chicken processing,Food & Beverage 
Zeng Fangqin ,China,smartphone components,Technology 
Zhou Bajin ,China,auto parts,Manufacturing 
William Berkley ,United States,insurance,Finance & Investments 
John Catsimatidis ,United States,"oil, real estate",Energy 
Che Jianxing ,China,furniture retailing,Fashion & Retail 
Gustavo Denegri ,Italy,biotech,Healthcare 
Charles Edelstenne ,France,aviation,Manufacturing 
Reed Hastings ,United States,Netflix,Media & Entertainment 
"Amos Hostetter, Jr. ",United States,cable television,Media & Entertainment 
Brad Jacobs ,United States,logistics,Logistics 
Friedrich Knapp ,Germany,fashion retail,Fashion & Retail 
William Lauder ,United States,Estee Lauder,Fashion & Retail 
Richard LeFrak & family ,United States,real estate,Real Estate 
Li Guoqiang ,China,auto dealerships,Automotive 
Low Tuck Kwong ,Indonesia,coal,Energy 
Akira Mori & family ,Japan,real estate,Real Estate 
Anthony Pritzker ,United States,"hotels, investments",Service 
Ira Rennert ,United States,investments,Finance & Investments 
"Bernard Saul, II. ",United States,"banking, real estate",Finance & Investments 
Shi Yonghong & family ,China,restaurants,Food & Beverage 
Song Chi-hyung ,South Korea,cryptocurrency,Finance & Investments 
Steven Spielberg ,United States,movies,Media & Entertainment 
Wong Luen Hei ,China,building materials,Manufacturing 
Danielle Bellon & family ,France,food services,Service 
Byju Raveendran and Divya Gokulnath ,India,education technology,Technology 
Cho Tak Wong ,Hong Kong,auto parts,Manufacturing 
Charles Cohen ,United States,real estate,Real Estate 
Kenneth Dart ,Belize,investments,Finance & Investments 
Martin Ebner ,Switzerland,investments,Finance & Investments 
David Filo ,United States,Yahoo,Technology 
Miguel Fluxa Rossello ,Spain,hotels,Service 
John Henry ,United States,sports,Sports 
Hu Kaijun ,China,pharmaceuticals,Healthcare 
Peter Kellogg ,United States,investments,Finance & Investments 
James Leprino ,United States,cheese,Food & Beverage 
Iskander Makhmudov ,Russia,"mining, metals, machinery",Metals & Mining 
Daniel Mate ,Spain,"mining, commodities",Metals & Mining 
Aristotelis Mistakidis ,Greece,"mining, commodities",Metals & Mining 
Arturo Moreno ,United States,"billboards, Los Angeles Angels",Sports 
Nan Cunhui ,China,power equipment,Manufacturing 
Julio Ponce Lerou ,Chile,fertilizer,Metals & Mining 
J.B. Pritzker ,United States,"hotels, investments",Finance & Investments 
Chandru Raheja ,India,real estate,Real Estate 
Rodger Riney & family ,United States,discount brokerage,Finance & Investments 
Shi Yuzhu ,China,"online games, investments",Diversified 
Zuowen Song ,China,"aluminum, diversified",Diversified 
Jerry Speyer ,United States,real estate,Real Estate 
Julia Thiele-Schuerhoff ,Germany,"brakes, investments",Manufacturing 
Tung Chee Chen ,Hong Kong,shipping,Logistics 
Roger Wang ,United States,retail,Fashion & Retail 
Wu Shaoxun ,China,wine,Food & Beverage 
Wenzhong Zhang ,China,supermarkets,Fashion & Retail 
Chen Kaixuan ,China,household chemicals,Manufacturing 
Beatriz Davila de Santo Domingo ,Colombia,beer,Food & Beverage 
Antonio Del Valle Ruiz & family ,Mexico,chemicals,Manufacturing 
Carl Douglas ,Sweden,investments,Diversified 
Eric Douglas ,Sweden,investments,Diversified 
Jiangtao Du & family ,China,chemicals,Manufacturing 
Juan Carlos Escotet ,Venezuela,banking,Finance & Investments 
Fiona Geminder ,Australia,manufacturing,Manufacturing 
Yuhua Gu & family ,China,furniture,Manufacturing 
James Irsay ,United States,Indianapolis Colts,Sports 
Kuok Khoon Hong ,Singapore,palm oil,Manufacturing 
Aerin Lauder ,United States,cosmetics,Fashion & Retail 
Lee Seo-hyun ,South Korea,Samsung,Diversified 
Li Yongxin & family ,China,education,Service 
Jeffrey Lurie ,United States,Philadelphia Eagles,Sports 
Mary Alice Dorrance Malone ,United States,Campbell Soup,Food & Beverage 
Ronald McAulay ,Hong Kong,energy,Energy 
Apoorva Mehta ,Canada,grocery delivery service,Technology 
Arnon Milchan ,Israel,movie making,Media & Entertainment 
Masahiro Noda ,Japan,software,Technology 
Maren Otto ,Germany,"retail, real estate",Diversified 
Renzo Rosso & family ,Italy,fashion,Fashion & Retail 
Lynn Schusterman ,United States,"oil & gas, investments",Energy 
Gil Shwed ,Israel,software,Technology 
Thomas Siebel ,United States,business software,Technology 
Herb Simon ,United States,real estate,Real Estate 
Friede Springer ,Germany,publishing,Media & Entertainment 
Wang Zhenhua ,China,real estate,Real Estate 
Hans Peter Wild ,Switzerland,flavorings,Food & Beverage 
"William Wrigley, Jr. ",United States,chewing gum,Food & Beverage 
Xia Zuoquan ,China,"automobiles, batteries",Automotive 
Xue Hua ,China,agribusiness,Manufacturing 
Mohed Altrad ,France,"scaffolding, cement mixers",Construction & Engineering 
Sid Bass ,United States,"oil, investments",Energy 
Nick Caporella ,United States,beverages,Food & Beverage 
Cheng Yixiao ,China,video streaming app,Media & Entertainment 
Wesley Edens ,United States,investments,Finance & Investments 
Behdad Eghbali ,United States,private equity,Finance & Investments 
Archie Aldis Emmerson & family ,United States,"timberland, lumber mills",Manufacturing 
Jose E. Feliciano ,United States,private equity,Finance & Investments 
Fu Liquan & family ,China,surveillance equipment,Technology 
David Gottesman ,United States,investments,Finance & Investments 
Laurence Graff & family ,United Kingdom,diamond jewelry,Fashion & Retail 
Jeff T. Green ,United States,digital advertising,Media & Entertainment 
Jim Kavanaugh ,United States,IT provider,Technology 
Steven Klinsky ,United States,investments,Finance & Investments 
John Middleton ,United States,tobacco,Food & Beverage 
Jerry Ng ,Indonesia,banking,Finance & Investments 
Tengyun Nie & family ,China,logistics,Service 
Nandan Nilekani ,India,software services,Technology 
Bob Parsons ,United States,web hosting,Technology 
Prasert Prasarttong-Osoth ,Thailand,hospitals,Healthcare 
Qiu Guanghe & family ,China,fashion retail,Fashion & Retail 
Richard Sands ,United States,liquor,Food & Beverage 
Robert Sands ,United States,liquor,Food & Beverage 
T. Denny Sanford ,United States,"banking, credit cards",Finance & Investments 
Naguib Sawiris ,Egypt,telecom,Telecom 
Pavel Tykac ,Czech Republic,coal mines,Metals & Mining 
Todd Wanek ,United States,furniture,Manufacturing 
Meg Whitman ,United States,eBay,Technology 
Michael Xie ,United States,cybersecurity,Technology 
Chenghai Ye & family ,Hong Kong,pharmaceuticals,Healthcare 
An Kang ,China,pharmaceuticals,Healthcare 
John Arnold ,United States,hedge funds,Finance & Investments 
Arun Bharat Ram ,India,chemicals,Manufacturing 
Tomasz Biernacki ,Poland,supermarkets,Fashion & Retail 
Travis Boersma ,United States,coffee,Food & Beverage 
Chan Tan Ching-fen ,Hong Kong,real estate,Real Estate 
Dongsheng Chen ,China,insurance,Finance & Investments 
Jean Coutu & family ,Canada,drugstores,Fashion & Retail 
Ralph Dommermuth ,Germany,internet service provider,Technology 
Walter Faria ,Brazil,beer,Food & Beverage 
Bob Gaglardi ,Canada,hotels,Real Estate 
John Gandel ,Australia,shopping malls,Real Estate 
Xuande Hua & family ,China,pharmaceuticals,Healthcare 
Micky Jagtiani ,India,retail,Fashion & Retail 
H. Fisk Johnson ,United States,cleaning products,Manufacturing 
S. Curtis Johnson ,United States,cleaning products,Manufacturing 
Helen Johnson-Leipold ,United States,cleaning products,Manufacturing 
Miguel Krigsner ,Brazil,cosmetics,Fashion & Retail 
Li Jianquan & family ,Hong Kong,consumer products,Healthcare 
Lin Ming-hsiung ,Taiwan,supermarkets,Fashion & Retail 
Winifred J. Marquart ,United States,cleaning products,Manufacturing 
Kiran Mazumdar-Shaw ,India,biopharmaceuticals,Healthcare 
Patrice Motsepe ,South Africa,mining,Metals & Mining 
Alfred Oetker ,Germany,consumer goods,Fashion & Retail 
Carl Ferdinand Oetker ,Germany,consumer goods,Fashion & Retail 
Julia Oetker ,Germany,consumer goods,Fashion & Retail 
Or Wai Sheun ,Hong Kong,real estate,Real Estate 
Jay Paul ,United States,real estate,Real Estate 
Horst Paulmann & family ,Chile,retail,Fashion & Retail 
Theodore Rachmat ,Indonesia,diversified,Diversified 
John Sall ,United States,software,Technology 
Stefan von Holtzbrinck ,Germany,publishing,Media & Entertainment 
Nusli Wadia ,India,consumer goods,Food & Beverage 
Steve Wynn ,United States,"casinos, hotels",Gambling & Casinos 
Yang Weidong & family ,China,chemicals,Manufacturing 
Barry Zekelman ,Canada,steel,Manufacturing 
Zhang Shilong & family ,China,semiconductor,Technology 
Zhong Ruonong & family ,China,electronics,Manufacturing 
Cameron Adams ,Australia,software,Technology 
Dongchen Cai ,China,pharmaceuticals,Healthcare 
Vanich Chaiyawan ,Thailand,"insurance, beverages",Finance & Investments 
Andrew & Peggy Cherng ,United States,restaurants,Food & Beverage 
James Clark ,United States,"Netscape, investments",Technology 
Jack Cowin ,Australia,fast food,Food & Beverage 
Giuseppe Crippa & family ,Italy,microchip testing,Manufacturing 
Sergei Galitsky ,Russia,retail,Fashion & Retail 
"Ernest Garcia, III ",United States,used cars,Automotive 
Peter Gilgan ,Canada,homebuilding,Construction & Engineering 
Joseph Grendys ,United States,poultry processing,Food & Beverage 
Thomas Hagen ,United States,insurance,Finance & Investments 
"Robert Hale, Jr. ",United States,telecom,Telecom 
Michael Hintze ,Australia,investment,Finance & Investments 
Pansy Ho ,Hong Kong,casinos,Gambling & Casinos 
Alan Howard ,United Kingdom,hedge funds,Finance & Investments 
Kei Hoi Pang ,China,real estate,Real Estate 
Rudy Ma ,Taiwan,finance,Finance & Investments 
Najib Mikati ,Lebanon,telecom,Telecom 
Taha Mikati ,Lebanon,telecom,Telecom 
Gail Miller ,United States,car dealerships,Automotive 
Vikas Oberoi ,India,real estate,Real Estate 
"H. Ross Perot, Jr. ",United States,real estate,Real Estate 
Candido Pinheiro Koren de Lima ,Brazil,"hospitals, health insurance",Healthcare 
Matthew Prince ,United States,cybersecurity,Technology 
Penny Pritzker ,United States,"hotels, investments",Finance & Investments 
Yasumitsu Shigeta ,Japan,mobile phone retailer,Telecom 
Sebastian Siemiatkowski ,Sweden,fintech,Finance & Investments 
Barry Silbert ,United States,cryptocurrency,Finance & Investments 
Daniel Sundheim ,United States,hedge funds,Finance & Investments 
Rita Tong Liu ,Hong Kong,real estate,Real Estate 
Tran Dinh Long ,Vietnam,steel,Manufacturing 
Zhang Daocai ,China,valves,Diversified 
John Caudwell ,United Kingdom,mobile phones,Telecom 
Philippe Foriel-Destezet ,France,employment agency,Service 
Walter Frey ,Switzerland,car dealerships,Automotive 
Alessandra Garavoglia ,Italy,spirits,Food & Beverage 
Peter Gassner ,United States,software,Technology 
Mitchell Goldhar ,Canada,real estate,Real Estate 
Otto Happel ,Germany,engineering,Construction & Engineering 
Peter Hargreaves ,United Kingdom,financial services,Finance & Investments 
Bom Kim ,United States,online retailing,Technology 
Gaiteng Li ,China,hair dryers,Manufacturing 
Liufa Li & family ,China,"steel, diversified",Diversified 
Lu Weiding ,China,diversified,Diversified 
Harsh Mariwala ,India,consumer goods,Food & Beverage 
Samir Mehta ,India,"pharmaceuticals, power",Healthcare 
Sudhir Mehta ,India,"pharmaceuticals, power",Healthcare 
Pawan Munjal & family ,India,motorcycles,Automotive 
Nguyen Thi Phuong Thao ,Vietnam,airlines,Diversified 
Madhukar Parekh ,India,adhesives,Manufacturing 
Sergei Popov ,Russia,banking,Finance & Investments 
Haim Saban ,United States,"TV network, investments",Media & Entertainment 
Karthik Sarma ,India,hedge fund,Finance & Investments 
Klaus-Peter Schulenberg ,Germany,ticketing service,Service 
Pat Stryker ,United States,medical equipment,Healthcare 
Jeff Sutton ,United States,real estate,Real Estate 
Jon Yarbrough ,United States,video games,Gambling & Casinos 
Gang Ye ,Singapore,gaming,Media & Entertainment 
Yi Zheng ,China,software,Technology 
Zhang Fan ,China,touch screens,Technology 
William Ackman ,United States,hedge funds,Finance & Investments 
Markus Blocher ,Switzerland,chemicals,Manufacturing 
Neal Blue & family ,United States,defense,Manufacturing 
Eva Maria Bucher-Haefner ,Switzerland,"software, investments",Technology 
Chang Kuo-Hua ,Taiwan,"shipping, airlines",Logistics 
Todd Christopher ,United States,hair care products,Fashion & Retail 
Euisun Chung ,South Korea,Hyundai,Logistics 
Bernard Ecclestone & family ,United Kingdom,Formula One,Sports 
