Michael Federmann & family ,Israel,"defense, hotels",Technology 
Gudrun Heine ,Germany,medical devices,Healthcare 
Heidi Horten ,Austria,retail,Fashion & Retail 
Dawen Huang ,Hong Kong,silicon,Manufacturing 
Sheldon Lavin ,United States,meat processing,Food & Beverage 
Li Min ,China,semiconductor,Technology 
Liang Yunchao ,China,nutritional supplements,Food & Beverage 
Joseph Liemandt ,United States,software,Technology 
Strive Masiyiwa ,Zimbabwe,telecom,Telecom 
Masahiro Miki ,Japan,shoes,Fashion & Retail 
Pan Laican ,China,soy sauce,Food & Beverage 
Karsanbhai Patel ,India,consumer goods,Diversified 
Arvind Poddar ,India,tires,Automotive 
Remo Ruffini ,Italy,winter jackets,Fashion & Retail 
Eddy Kusnadi Sariaatmadja ,Indonesia,"media, tech",Media & Entertainment 
Sybill Storz ,Germany,medical devices,Healthcare 
Lawrence Stroll ,Canada,fashion investments,Fashion & Retail 
Wijono & Hermanto Tanoko ,Indonesia,paints,Manufacturing 
Michael Tojner ,Austria,"batteries, investments",Manufacturing 
Donald Trump ,United States,real estate,Real Estate 
Tsai Ming-kai ,Taiwan,semiconductors,Technology 
John Tyson ,United States,food processing,Food & Beverage 
Rufino Vigil Gonzalez ,Mexico,steel,Metals & Mining 
Ning Wang & family ,China,toys,Media & Entertainment 
Wang Yusuo & family ,China,natural gas distribution,Energy 
Zhigang Wu & family ,China,bakery chain,Food & Beverage 
Xie Juhua & family ,China,pharmaceuticals,Healthcare 
Oren Zeev ,Israel,investments,Finance & Investments 
Charles Zegar ,United States,Bloomberg LP,Media & Entertainment 
Zhang Lei ,China,investments,Finance & Investments 
Zhang Xin & Pan Shiyi ,China,real estate,Real Estate 
Zhu Yan & family ,China,real estate,Real Estate 
Mortimer Zuckerman ,United States,"real estate, media",Real Estate 
Juan Abello ,Spain,investments,Finance & Investments 
John Armitage ,Ireland,hedge funds,Finance & Investments 
Bang Si-hyuk ,South Korea,entertainment,Media & Entertainment 
Miriam Baumann-Blocher ,Switzerland,chemicals,Manufacturing 
Riley Bechtel & family ,United States,"engineering, construction",Construction & Engineering 
Wilhelm Beier & family ,Germany,pharmaceuticals,Healthcare 
Nicolas Berggruen ,United States,"real estate, investments",Real Estate 
Bui Thanh Nhon ,Vietnam,real estate,Real Estate 
Cao Longxiang & family ,China,pharmaceuticals,Healthcare 
Deng Wen ,China,flavorings,Food & Beverage 
Daniel Dines ,Romania,software,Technology 
Joseph Edelman ,United States,hedge funds,Finance & Investments 
N. Murray Edwards ,Canada,oil & gas,Energy 
Jane Goldman ,United States,real estate,Real Estate 
Guo Zhenyu & family ,Canada,cosmetics,Fashion & Retail 
Stewart Horejsi & family ,United States,Berkshire Hathaway,Finance & Investments 
Zhenda Huang & family ,China,construction,Construction & Engineering 
"Jeremy Jacobs, Sr. & family ",United States,food service,Service 
Hamilton James ,United States,investments,Finance & Investments 
Valentin Kipyatkov ,Russia,computer software,Technology 
Li Zhongchu ,China,software,Technology 
Martin Lorentzon ,Sweden,Spotify,Technology 
"Drayton McLane, Jr. ",United States,"Walmart, logistics",Fashion & Retail 
Benjamin Otto ,Germany,retail,Fashion & Retail 
Roger Penske ,United States,cars,Automotive 
Olivier Pomel ,France,cloud computing,Technology 
Jean Salata ,Chile,finance,Finance & Investments 
Arnout Schuijff ,Netherlands,payments software,Technology 
Shen Hua & family ,United States,semiconductors,Technology 
Martua Sitorus ,Indonesia,palm oil,Manufacturing 
Zygmunt Solorz-Zak ,Poland,TV broadcasting,Media & Entertainment 
Warren Stephens ,United States,investment banking,Finance & Investments 
Tang Jinkui & family ,China,"textiles, petrochemicals",Manufacturing 
Alan Trefler ,United States,software,Technology 
Masateru Uno & family ,Japan,drugstores,Fashion & Retail 
Frank VanderSloot ,United States,"nutrition, wellness products",Fashion & Retail 
Guangming Wu ,China,medical equipment,Healthcare 
Kai Wu ,China,batteries,Energy 
Ye Fan & family ,China,auto dealerships,Automotive 
Yoo Jung-hyun ,South Korea,online games,Media & Entertainment 
Fenggang Zhao ,China,batteries,Energy 
Zheng Xiaodong ,China,manufacturing,Manufacturing 
Zhou Jianping ,China,fashion retail,Fashion & Retail 
Jose Joao Abdalla Filho ,Brazil,investments,Finance & Investments 
Brian Acton ,United States,WhatsApp,Technology 
Bill Alfond ,United States,shoes,Fashion & Retail 
Susan Alfond ,United States,shoes,Fashion & Retail 
Ted Alfond ,United States,shoes,Fashion & Retail 
Felix Baker ,United States,biotech investing,Finance & Investments 
Julian Baker ,United States,investing,Finance & Investments 
Karen Virginia Beckmann Legoretta ,Mexico,tequila,Food & Beverage 
Maurizio Billi ,Brazil,generic drugs,Healthcare 
Otto Philipp Braun ,Germany,medical technology,Healthcare 
Garrett Camp ,Canada,Uber,Technology 
Cao Ji ,China,manufacturing,Manufacturing 
Hua Chen ,China,real estate,Real Estate 
John Paul DeJoria ,United States,"hair products, tequila",Fashion & Retail 
Beda Diethelm ,Switzerland,hearing aids,Healthcare 
K. Dinesh ,India,software services,Technology 
Dong Fan ,China,medical devices,Healthcare 
Bennett Dorrance ,United States,Campbell Soup,Food & Beverage 
Marcel Erni ,Switzerland,private equity,Finance & Investments 
Abhay Firodia ,India,automobiles,Automotive 
Alfred Gantner ,Switzerland,private equity,Finance & Investments 
Allan Goldman ,United States,real estate,Real Estate 
Amy Goldman Fowler ,United States,real estate,Real Estate 
J. Tomilson Hill ,United States,investments,Finance & Investments 
Hong Jie ,China,paint,Manufacturing 
James Jannard ,United States,sunglasses,Fashion & Retail 
Travis Kalanick ,United States,Uber,Technology 
Diane Kemper ,United States,real estate,Real Estate 
George Kurtz ,United States,security software,Technology 
Kwek Leng Beng ,Singapore,diversified,Diversified 
Geoffrey Kwok ,Hong Kong,real estate,Real Estate 
Lai Jianping ,China,soy sauce,Food & Beverage 
Maritsa Lazari & family ,United Kingdom,real estate,Real Estate 
Alexis Lê-Quôc ,United States,cloud computing,Technology 
Angela Leong ,Hong Kong,casinos,Real Estate 
Lin Chen-hai ,Taiwan,real estate,Real Estate 
Sergio Mantegazza ,Switzerland,travel,Service 
Hans Melchers ,Netherlands,"chemicals, investments",Finance & Investments 
Tom Morris ,United Kingdom,retail,Fashion & Retail 
Eugene Murtagh ,Ireland,building materials,Manufacturing 
Philip Niarchos ,Greece,art collection,Diversified 
Pan Dong ,Canada,consumer goods,Fashion & Retail 
Sean Parker ,United States,Facebook,Technology 
Richard Peery ,United States,real estate,Real Estate 
Gregorio Perez Companc & family ,Argentina,oil & gas,Energy 
Sebastian Piñera & family ,Chile,investments,Finance & Investments 
Nicholas Pritzker ,United States,"hotels, investments",Finance & Investments 
Jeff Rothschild ,United States,Facebook,Technology 
Steven Sarowitz ,United States,payroll software,Technology 
Isabella Seràgnoli ,Italy,packaging,Manufacturing 
Stephen Smith ,Canada,finance and investments,Finance & Investments 
William Stone ,United States,software,Technology 
Sun Hongbin ,United States,real estate,Real Estate 
Sun Shoukuan ,China,"metals, coal",Manufacturing 
"Henry Sy, Jr. ",Philippines,diversified,Diversified 
Andrew Tan ,Philippines,diversified,Diversified 
Kenneth Tuchman ,United States,call centers,Service 
Tung Chee Hwa ,Hong Kong,shipping,Logistics 
Bulat Utemuratov ,Kazakhstan,"mining, banking, hotels",Metals & Mining 
Anna Katharina Viessmann ,Germany,heating and cooling equipment,Manufacturing 
Xicheng Wang & family ,China,tires,Manufacturing 
Urs Wietlisbach ,Switzerland,private equity,Finance & Investments 
Wong Man Li ,Hong Kong,furniture,Manufacturing 
Xie Weitong ,Taiwan,cobalt,Metals & Mining 
Xu Chuanhua & family ,China,"chemicals, logistics",Manufacturing 
Ye Xiaoping ,China,pharmaceuticals,Healthcare 
Weiguo Zhao ,China,IT products,Technology 
Ben Ashkenazy ,United States,real estate,Real Estate 
Bill Austin ,United States,hearing aids,Manufacturing 
Pavel Baudis ,Czech Republic,software,Technology 
Yvonne Bauer ,Germany,"magazines, media",Media & Entertainment 
Giuliana Benetton ,Italy,"fashion retail, investments",Fashion & Retail 
Luciano Benetton ,Italy,"fashion retail, investments",Fashion & Retail 
Aneel Bhusri ,United States,business software,Technology 
George Bishop ,United States,oil & gas,Energy 
Vivek Chand Burman ,India,consumer goods,Food & Beverage 
Morris Chang ,Taiwan,semiconductors,Technology 
Jinxia Chen ,China,investments,Finance & Investments 
Cho Jung-ho ,South Korea,finance,Finance & Investments 
Jack Cockwell ,Canada,"real estate, private equity",Finance & Investments 
"Edward DeBartolo, Jr. ",United States,shopping centers,Real Estate 
Abilio dos Santos Diniz ,Brazil,retail,Fashion & Retail 
"John Dorrance, III. ",Ireland,Campbell Soup,Food & Beverage 
Hailiang Feng ,China,"copper, education",Metals & Mining 
Xingjiang Gao ,China,steel,Manufacturing 
Carlos Hank Rhon ,Mexico,banking,Diversified 
Vivek Jain ,India,chemicals,Manufacturing 
Brad Kelley ,United States,tobacco,Real Estate 
Alicia Koplowitz ,Spain,"construction, investments",Finance & Investments 
Li Li ,China,healthcare,Healthcare 
C. Dean Metropoulos ,United States,investments,Food & Beverage 
Dan Olsson ,Sweden,diversified,Diversified 
Tor Peterson ,United States,commodities,Metals & Mining 
John Pritzker ,United States,"hotels, investments",Finance & Investments 
Hussain Sajwani ,United Arab Emirates,real estate,Real Estate 
Tseng Cheng ,Taiwan,petrochemicals,Manufacturing 
Jerry Yang ,United States,Yahoo,Technology 
Takao Yasuda ,Japan,retail,Fashion & Retail 
Yu Qibing & family ,China,glass,Manufacturing 
Zhang Xuezheng ,China,telecom,Technology 
Abdulla bin Ahmad Al Ghurair & family ,United Arab Emirates,diversified,Diversified 
Isak Andic & family ,Spain,fashion retail,Fashion & Retail 
Harindarpal Banga ,India,commodities,Finance & Investments 
Anne Beaufour ,France,pharmaceuticals,Healthcare 
Henri Beaufour ,France,pharmaceuticals,Healthcare 
Sanjeev Bikhchandani ,India,Internet,Technology 
Norman Braman ,United States,"art, car dealerships",Automotive 
J. Hyatt Brown ,United States,insurance,Finance & Investments 
Chen Lip Keong ,Malaysia,"casinos, property, energy",Gambling & Casinos 
Jim Coulter ,United States,private equity,Finance & Investments 
Federico De Nora ,Italy,electrodes,Manufacturing 
Dong Wei ,China,pharmaceuticals,Healthcare 
Sandeep Engineer ,India,plastic pipes,Manufacturing 
Alceu Elias Feldmann ,Brazil,fertilizer,Energy 
"Frank Fertitta, III. ",United States,"casinos, mixed martial arts",Sports 
Lorenzo Fertitta ,United States,"casinos, mixed martial arts",Sports 
Doris Fisher ,United States,Gap,Fashion & Retail 
Alec Gores ,United States,private equity,Finance & Investments 
Rajinder Gupta ,India,"textiles, paper",Manufacturing 
Igor Kesaev ,Russia,"tobacco distribution, retail",Fashion & Retail 
Raj Kumar & Kishin RK ,Singapore,real estate,Real Estate 
Li Hongxin & family ,China,paper & related products,Manufacturing 
Liu Fangyi ,China,medical equipment,Healthcare 
Lu Zhongfang ,China,education,Automotive 
Nirmal Minda ,India,auto parts,Automotive 
Farhad Moshiri ,United Kingdom,diversified,Diversified 
Hans Georg Naeder ,Germany,prosthetics,Manufacturing 
Eren Ozmen ,United States,aerospace,Manufacturing 
Ronald Perelman ,United States,leveraged buyouts,Finance & Investments 
Ravi Pillai ,India,construction,Construction & Engineering 
Daniel Pritzker ,United States,"hotels, investments",Finance & Investments 
Matthias Reinhart ,Switzerland,financial services,Finance & Investments 
Alejandro Santo Domingo ,United States,beer,Food & Beverage 
Vivek Chaand Sehgal ,Australia,auto parts,Automotive 
Kavitark Ram Shriram ,United States,"venture capital, Google",Technology 
Hans Sy ,Philippines,diversified,Diversified 
Herbert Sy ,Philippines,diversified,Diversified 
Tahir & family ,Indonesia,diversified,Diversified 
Wang Linpeng ,China,furniture retailing,Construction & Engineering 
David Wertheim ,Israel,Coca Cola Israel,Food & Beverage 
Oprah Winfrey ,United States,TV shows,Media & Entertainment 
Xingming Zhu ,China,electrical equipment,Manufacturing 
Abdulla Al Futtaim & family ,United Arab Emirates,"auto dealers, investments",Automotive 
Suhail Bahwan ,Oman,diversified,Diversified 
Ulrike Baro ,Germany,biopharmaceuticals,Healthcare 
David Baszucki ,United States,online games,Media & Entertainment 
Thor Bjorgolfsson ,Iceland,investments,Diversified 
Charles Bronfman ,Canada,liquor,Food & Beverage 
Chen Qiongxiang ,China,batteries,Energy 
Chen Tei-fu ,Taiwan,herbal products,Fashion & Retail 
Chuchat Petaumpai & Daonapa Petampai ,Thailand,motorcycle loans,Finance & Investments 
Leon G. Cooperman ,United States,hedge funds,Finance & Investments 
Smita Crishna-Godrej ,India,consumer goods,Diversified 
Jacques D'Amours ,Canada,convenience stores,Fashion & Retail 
Maria Del Pino ,Spain,construction,Construction & Engineering 
Yoichi & Keiko Erikawa ,Japan,videogames,Media & Entertainment 
Gerald Ford ,United States,banking,Finance & Investments 
Adi Godrej ,India,consumer goods,Diversified 
Jamshyd Godrej ,India,diversified,Diversified 
Nadir Godrej ,India,consumer goods,Diversified 
Sanjiv Goenka ,India,diversified,Diversified 
Stein Erik Hagen ,Norway,consumer goods,Fashion & Retail 
Donald Horton & family ,United States,homebuilding,Real Estate 
Hu Yangzhong ,China,technology,Technology 
Baba Kalyani ,India,engineering,Construction & Engineering 
Stephen Lansdown ,Guernsey,financial services,Finance & Investments 
Mark Leonard & family ,Canada,software,Technology 
William Li ,China,electric vehicles,Automotive 
K.C. Liu ,Taiwan,manufacturing,Technology 
Liu Xiaodong ,China,flavorings,Manufacturing 
Aloke Lohia ,India,petrochemicals,Manufacturing 
Mohamed Mansour ,Egypt,diversified,Diversified 
Kishore Mariwala ,India,consumer goods,Food & Beverage 
Jed McCaleb ,United States,cryptocurrency,Finance & Investments 
Enhua Mi ,China,retail,Fashion & Retail 
Willy Michel ,Switzerland,medical devices,Healthcare 
Lachhman Das Mittal ,India,tractors,Automotive 
Ravi Modi ,India,readymade garments,Fashion & Retail 
Charles Munger ,United States,Berkshire Hathaway,Finance & Investments 
Rishad Naoroji ,India,consumer goods,Diversified 
Yongpei Ni & family ,China,beverages,Food & Beverage 
Fatih Ozmen ,United States,aerospace,Manufacturing 
Qiu Minxiu ,China,semiconductors,Technology 
Stewart Rahr ,United States,drug distribution,Healthcare 
Prathap Reddy ,India,healthcare,Healthcare 
Chad Richison ,United States,payroll processing,Technology 
Karin Sartorius-Herbst ,Germany,biopharmaceuticals,Healthcare 
Christiane Schoeller ,Germany,publishing,Media & Entertainment 
Suh Kyung-bae ,South Korea,cosmetics,Fashion & Retail 
Glen Taylor ,United States,printing,Service 
Nadia Thiele ,Germany,investments,Finance & Investments 
Wang Minwen ,China,semiconductor,Technology 
Huijiao Yu ,China,package delivery,Logistics 
Zhang Ning & family ,Canada,chemicals,Manufacturing 
Zhao Tao ,Singapore,pharmaceuticals,Healthcare 
Hongyi Zhou ,China,security software,Technology 
Rajendra Agarwal ,India,pharmaceuticals,Healthcare 
George Argyros & family ,United States,"real estate, investments",Real Estate 
Edward Bass ,United States,"oil, investments",Energy 
Banwari Lal Bawri ,India,pharmaceuticals,Healthcare 
Girdhari Lal Bawri ,India,pharmaceuticals,Healthcare 
Chao Teng-hsiung ,Taiwan,real estate,Real Estate 
Zhisong Chen ,China,communication equipment,Technology 
Chey Tae-won ,South Korea,"oil, semiconductor",Telecom 
Choo Chong Ngen ,Singapore,hotels,Real Estate 
John Coates ,United Kingdom,online gambling,Gambling & Casinos 
Alexandra Daitch ,United States,Cargill,Food & Beverage 
Chetan Dube ,United States,technology,Technology 
Daniel Ek ,Sweden,Spotify,Technology 
John Fisher ,United States,Gap,Fashion & Retail 
Bernard Fraisse & family ,France,pharmaceuticals,Healthcare 
William Franke ,United States,low-cost airlines,Diversified 
Caroline Hagen Kjos ,Norway,conglomerate,Diversified 
Lam Kong ,China,pharmaceuticals,Healthcare 
Hans Langer ,Germany,3D printing,Manufacturing 
Joe Lau ,United States,"blockchain, technology",Technology 
Kevin David Lehmann ,Germany,drugstores,Fashion & Retail 
Liang Qin & family ,China,semiconductor devices,Technology 
Peter Lim ,Singapore,investments,Finance & Investments 
Sarah MacMillan ,United States,Cargill,Food & Beverage 
Kalanithi Maran ,India,media,Media & Entertainment 
Lirio Parisotto ,Brazil,investments,Finance & Investments 
Rajan Raheja & family ,India,diversified,Diversified 
Alberto Roemmers ,Argentina,pharmaceuticals,Healthcare 
Rodney Sacks ,United States,energy drinks,Food & Beverage 
Ferit Faik Sahenk ,Turkey,diversified,Diversified 
Hilton Schlosberg ,United Kingdom,energy drinks,Food & Beverage 
Alberto Siccardi & family ,Switzerland,medical devices,Healthcare 
Salil Singhal ,India,agrochemicals,Manufacturing 
Lucy Stitzer ,United States,Cargill,Food & Beverage 
Otto Toto Sugiri ,Indonesia,data centers,Technology 
Harley Sy ,Philippines,diversified,Diversified 
Teresita Sy-Coson ,Philippines,diversified,Diversified 
Katsumi Tada ,Japan,real estate,Real Estate 
Tang Yiu ,Hong Kong,fashion retail,Fashion & Retail 
Jeff Tangney ,United States,healthcare IT,Healthcare 
Lottie Tham & family ,Sweden,H&M,Fashion & Retail 
T.Y. Tsai ,Taiwan,finance,Finance & Investments 
Timur Turlov ,Russia,stock brokerage,Finance & Investments 
Hamdi Ulukaya ,Turkey,greek yogurt,Food & Beverage 
Peter Unger ,Germany,auto repair,Automotive 
Nikil Viswanathan ,United States,blockchain technology,Technology 
Anthony Wood ,United States,Roku,Technology 
Zhang Hongwei ,China,"oil, banking",Diversified 
Zhang Li ,China,real estate,Real Estate 
Houshan Bai ,China,lithium battery,Energy 
Alex Beard ,United Kingdom,"mining, commodities",Metals & Mining 
Koos Bekker ,South Africa,"media, investments",Media & Entertainment 
William Boyd & family ,United States,"casinos, banking",Gambling & Casinos 
Timothy Boyle ,United States,Columbia Sportswear,Fashion & Retail 
Anand Burman ,India,consumer goods,Food & Beverage 
Richard Chandler ,New Zealand,investments,Finance & Investments 
R.G. Chandramogan ,India,dairy,Food & Beverage 
Cho Young-sik ,South Korea,diagnostics,Healthcare 
Chu Lam Yiu ,Hong Kong,flavorings,Manufacturing 
Kommer Damen ,Netherlands,shipbuilding,Manufacturing 
Henry Davis ,United States,beef processing,Food & Beverage 
Ray Davis ,United States,pipelines,Energy 
Stephen Feinberg ,United States,private equity,Finance & Investments 
Kenneth Feld & family ,United States,live entertainment,Media & Entertainment 
Alexander Frolov ,Russia,"mining, steel",Metals & Mining 
Mario Germano Giuliani ,Switzerland,pharmaceuticals,Healthcare 
Serge Godin ,Canada,information technology,Technology 
Noam Gottesman ,United States,hedge funds,Finance & Investments 
Philip & Cristina Green ,United Kingdom,fashion retail,Fashion & Retail 
Yusuf Hamied ,India,pharmaceuticals,Healthcare 
Bill Haslam ,United States,gas stations,Fashion & Retail 
Hans-Werner Hector ,Germany,SAP,Technology 
Ho Hung Anh ,Vietnam,"consumer products, banking",Finance & Investments 
Douglas Hsu ,Taiwan,diversified,Diversified 
Erman Ilicak ,Turkey,construction,Construction & Engineering 
Zhaobai Jiang ,China,real estate,Real Estate 
Osman Kibar ,United States,biotech,Healthcare 
Adam Kwok ,Hong Kong,real estate,Real Estate 
Frank Laukien ,United States,scientific equipment,Manufacturing 
Louis Le Duff ,France,bakeries,Food & Beverage 
Solomon Lew ,Australia,retail,Fashion & Retail 
Liang Rubo ,China,TikTok,Technology 
Liang Zhaoxian ,China,appliances,Manufacturing 
Prayudh Mahagitsiri ,Thailand,"coffee, shipping",Food & Beverage 
Clayton Mathile ,United States,pet food,Food & Beverage 
Erwin Franz Mueller ,Germany,drugstores,Fashion & Retail 
David Murdock ,United States,"Dole, real estate",Food & Beverage 
Rubens Ometto Silveira Mello ,Brazil,"sugar, ethanol",Energy 
Erik Paulsson & family ,Sweden,"construction, real estate",Real Estate 
Heloise Pratt ,Australia,"manufacturing, investment",Manufacturing 
Qiu Jianping & family ,China,hand tools,Manufacturing 
Dirk Rossmann & family ,Germany,drugstores,Fashion & Retail 
Karin Schick ,Germany,information technology,Technology 
Stephan Schmidheiny ,Switzerland,investments,Finance & Investments 
Wenrong Shen ,China,steel production,Metals & Mining 
Guangxin Sun ,China,diversified,Diversified 
Mengquan Sun & family ,China,edible oil,Food & Beverage 
Thomas Tull ,United States,"movies, investments",Media & Entertainment 
Ted Turner ,United States,cable television,Media & Entertainment 
David Walentas ,United States,real estate,Real Estate 
Yingming Wu ,China,batteries,Energy 
Yingzhuo Xu ,China,agribusiness,Food & Beverage 
Christoph Zeller ,Liechtenstein,dental materials,Healthcare 
Zhang Wanzhen ,China,electronics components,Manufacturing 
Xiaojuan Zhang ,China,logistics,Logistics 
Michael Ashcroft ,United Kingdom,security,Finance & Investments 
Alex Atallah ,United States,online marketplace,Technology 
Brett Blundy ,Australia,"retail, agribusiness",Fashion & Retail 
Chris Britt ,United States,fintech,Finance & Investments 
Cen Junda ,China,pharmaceuticals,Healthcare 
Yadu Hari Dalmia & family ,India,cement,Manufacturing 
Zhenggang Dou ,China,"energy, chemicals",Diversified 
Weimin Du ,China,vaccines,Healthcare 
Devin Finzer ,United States,online marketplace,Technology 
Robert Friedland ,United States,mining,Metals & Mining 
Phillip Frost ,United States,pharmaceuticals,Healthcare 
Jeffrey Gundlach ,United States,investments,Finance & Investments 
John Hancock ,Australia,mining,Metals & Mining 
Georg Haub ,Germany,retail,Fashion & Retail 
Hortensia Herrero ,Spain,supermarkets,Fashion & Retail 
"B. Wayne Hughes, Jr. ",United States,storage facilities,Real Estate 
Bruce Karsh ,United States,private equity,Finance & Investments 
Shlomo Kramer ,Israel,"software, investments",Technology 
Jonathan Kwok ,Hong Kong,Real Estate,Real Estate 
Christian Latouche ,France,accounting services,Finance & Investments 
Martin Lau ,Hong Kong,e-commerce,Technology 
Li Wa ,Hong Kong,real estate,Real Estate 
Liang Xinjun ,China,conglomerate,Diversified 
Lin Chang Su-O ,Taiwan,real estate,Real Estate 
Lin Fanlian ,China,"energy, real estate",Energy 
Lin Lairong & family ,China,iron ore mining,Metals & Mining 
Daniel Lubetzky ,United States,snack bars,Food & Beverage 
Howard Marks ,United States,private equity,Finance & Investments 
Craig McCaw ,United States,telecom,Telecom 
Vincent McMahon ,United States,entertainment,Sports 
Mu Rongjun ,China,e-commerce,Technology 
Jonathan Nelson ,United States,private equity,Finance & Investments 
Bianca Rinehart ,Australia,mining,Metals & Mining 
Ginia Rinehart ,Australia,mining,Metals & Mining 
Filiz Sahenk ,Turkey,diversified,Diversified 
S.D. Shibulal ,India,software services,Technology 
Alexander Svetakov ,Russia,real estate,Finance & Investments 
Jeffrey Talpins ,United States,hedge fund,Finance & Investments 
Ming Tian ,China,measuring instruments,Technology 
Arvind Tiku ,India,"oil & gas, investments",Energy 
Torsten Toeller ,Germany,pet food,Fashion & Retail 
Riaz Valani ,United States,e-cigarettes,Finance & Investments 
Pieter van der Does ,Netherlands,payments software,Technology 
Lang Walker ,Australia,real estate,Real Estate 
Hope Welker ,Australia,mining,Metals & Mining 
Xie Bingkun & family ,China,pearlescent pigments,Fashion & Retail 
William Young ,United States,plastics,Manufacturing 
Zhou Jian ,China,solar energy equipment,Energy 
Bill and Jean Adderley & family ,United Kingdom,home furnishings,Fashion & Retail 
Mohamed Al Fayed ,Egypt,"retail, investments",Fashion & Retail 
Faisal Bin Qassim Al Thani ,Qatar,"hotels, diversified",Diversified 
Masaaki Arai ,Japan,home sales,Real Estate 
Tatyana Bakalchuk ,Russia,ecommerce,Fashion & Retail 
Lee Bass ,United States,"oil, investments",Energy 
Alberto Bombassei ,Italy,automotive brakes,Automotive 
Jim Breyer ,United States,venture capital,Technology 
Ron Burkle ,United States,"supermarkets, investments",Finance & Investments 
Chen Huwen ,China,stationery,Manufacturing 
Chen Huxiong ,China,stationery,Manufacturing 
Chen Xuehua ,China,nonferrous,Metals & Mining 
Bruce Cheng ,Taiwan,electronics,Technology 
Ryan Cohen ,Canada,investments,Finance & Investments 
Dermot Desmond ,Ireland,finance,Finance & Investments 
Fred Ehrsam ,United States,cryptocurrency exchange,Finance & Investments 
John Elkann ,Italy,"FIAT, investments",Finance & Investments 
Bob Ell ,Australia,real estate,Real Estate 
Fang Xiaoliang & family ,China,biotech,Healthcare 
Lindsay Fox ,Australia,"logistics, real estate",Logistics 
Gary Friedman ,United States,Furniture retail,Fashion & Retail 
Gordon Getty ,United States,Getty Oil,Energy 
Dennis Gillings ,United Kingdom,clinical trials,Healthcare 
Harsh Goenka ,India,diversified,Diversified 
David Hains ,Australia,Investments,Finance & Investments 
Bahaa Hariri ,Lebanon,"real estate, investments",Real Estate 
Shmuel Harlap ,Israel,automotive,Automotive 
Gerry Harvey ,Australia,retail,Fashion & Retail 
Reid Hoffman ,United States,LinkedIn,Technology 
Hou Juncheng ,China,cosmetics,Healthcare 
Thomas James ,United States,finance,Finance & Investments 
Eiichi Kuriwada ,Japan,package delivery,Logistics 
Kwek Leng Kee ,Singapore,diversified,Diversified 
Lai Shixian ,China,sports apparel,Fashion & Retail 
Lau Cho Kun ,Malaysia,"palm oil, property",Diversified 
Lee Hae-jin ,South Korea,Internet,Technology 
Harald Link ,Thailand,diversified,Diversified 
Liu Xiucai & family ,United States,chemicals,Manufacturing 
Yangyong Luo & family ,China,mining,Metals & Mining 
Igor Makarov ,Russia,investments,Energy 
Alexander Mamut ,Russia,investments,Finance & Investments 
David Mindus ,Sweden,real estate,Real Estate 
Yuji Otsuka ,Japan,"copy machines, software",Technology 
Clive Palmer ,Australia,mining,Metals & Mining 
Ajay Parekh ,India,adhesives,Manufacturing 
Narendrakumar Parekh ,India,adhesives,Manufacturing 
Xiangdong Qi ,China,software,Technology 
Jianhua Ren ,China,kitchen appliances,Manufacturing 
Alice Schwartz ,United States,biotech,Healthcare 
Peter Sondakh ,Indonesia,investments,Finance & Investments 
Song Fei ,China,machinery,Manufacturing 
Timothy Springer ,United States,biotech,Healthcare 
Suyu Su & family ,China,"utilities, real estate",Real Estate 
Elizabeth Sy ,Philippines,diversified,Diversified 
Sukanto Tanoto ,Indonesia,diversified,Diversified 
Jayshree Ullal ,United States,computer networking,Technology 
Sunny Varkey ,India,education,Service 
Jitendra Virwani ,India,real estate,Real Estate 
Wang Ren-sheng ,Taiwan,retail,Fashion & Retail 
Wang Wenmo ,China,sports apparel,Fashion & Retail 
Thomas Wu ,Taiwan,finance,Finance & Investments 
Wu Ying ,China,materials,Manufacturing 
Amy Wyss ,United States,medical equipment,Healthcare 
Xiang Guangming & family ,China,waste disposal,Manufacturing 
Xu Shugen ,China,"construction, mining machinery",Manufacturing 
Steven Meng Yang & family ,China,electronics,Technology 
Clayton Zekelman ,Canada,steel,Manufacturing 
Hongfei Zhao ,China,software,Technology 
S. Daniel Abraham ,United States,Slim-Fast,Food & Beverage 
Aziz Akhannouch & family ,Morocco,"petroleum, diversified",Diversified 
Andrey Andreev ,United Kingdom,online dating,Technology 
Ramon Ang ,Philippines,diversified,Food & Beverage 
Guilherme Benchimol ,Brazil,financial services,Finance & Investments 
Julio Bozano ,Brazil,banking,Finance & Investments 
Ryan Breslow ,United States,e-commerce software,Technology 
Cao Jianwei ,China,semiconductors,Manufacturing 
Herb Chambers ,United States,car dealerships,Automotive 
Daniel Chiu ,Hong Kong,oil & gas,Energy 
Tim Cook ,United States,Apple,Technology 
Brunello Cucinelli & family ,Italy,fashion,Fashion & Retail 
Georgi Domuschiev ,Bulgaria,"animal health, investments",Diversified 
Kiril Domuschiev ,Bulgaria,"animal health, investments",Diversified 
Glenn Dubin ,United States,hedge funds,Finance & Investments 
James Duff ,United States,"tires, diversified",Diversified 
Thomas Duff ,United States,"tires, diversified",Diversified 
Robert Duggan ,United States,pharmaceuticals,Healthcare 
Maria Franca Fissolo ,Italy,"Nutella, chocolates",Food & Beverage 
Fu Mingkang & family ,China,manufacturing,Manufacturing 
Jay Hennick ,Canada,real estate finance,Finance & Investments 
